6,7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357
7,7,0.75,30.1,627,6960,0,3.5,20,1,58,0.393548851
2,8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851
2,7,0.35,22.94,1450,10080,30,0,0,0,56,0.400332792
7,1,0.8,49.1,1381,10350,24,0,0,0,57.5,0.403242161
3,2,0.5,15.28,261,5520,0,0,0,1,46,0.404144928
6,5,0.7,27.48,541,6960,24,0,0,1,58,0.408960345
7,7,0.7,24.26,1400,6720,0,0,0,0,56,0.411553571
3,11,0.8,31.83,568,9900,40,0,0,0,55,0.412119835
2,5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414
1,10,0.7,21.25,1583,6000,0,0,0,1,50,0.417916667
7,2,0.8,22.52,12,6900,0,0,0,0,57.5,0.432122899
3,8,0.8,29.4,30,6840,0,0,0,0,57,0.433263158
3,6,0.35,18.79,511,1800,23,0,0,0,32,0.437995338
4,10,0.8,22.52,10,6000,0,0,0,0,50,0.441392
4,5,0.35,27.48,413,6840,38,0,0,1,57,0.449964912
6,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
7,5,0.6,20.79,1208,7980,0,0,0,0,57,0.452979626
7,10,0.7,21.25,1531,6000,0,0,0,1,50,0.456875
4,8,0.65,30.1,1193,7080,0,0,0,1,59,0.463403955
7,8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212
3,8,0.7,38.09,336,6240,0,0,0,0,52,0.467693269
2,10,0.7,21.25,1834,6360,0,0,0,1,53,0.471108491
7,4,0.8,50.48,562,10440,0,0,0,0,58,0.473134796
7,3,0.6,30.1,1361,6960,30,0,0,1,58,0.475718391
4,7,0.65,23.54,830,6600,0,0,0,0,55,0.48792
4,4,0.8,30.1,437,7080,32,0,0,2,59,0.495617514
4,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708
4,9,0.8,29.12,14,6960,0,0,0,0,58,0.497885057
3,10,0.5,22.4,947,3390,23,0,0,0,56.5,0.499980334
4,2,0.5,22.94,1044,9810,23,0,0,0,54.5,0.499998888
4,11,0.5,14.89,917,9900,30,0,0,0,55,0.500025069
7,5,0.5,26.82,711,7080,23,0,0,1,59,0.500033898
2,5,0.5,20.79,1455,6960,30,0,0,0,58,0.500035345
7,8,0.5,15.09,1557,720,23,0,0,0,52,0.500061916
4,6,0.5,18.79,717,3960,23,0,0,0,33,0.500117677
4,11,0.5,11.41,1039,2280,0,0,0,2,55,0.50012336
3,7,0.5,22.52,1720,10080,23,0,0,0,56,0.500241342
6,4,0.5,26.66,556,6960,23,0,0,2,58,0.500258046
2,12,0.5,15.26,1352,3720,23,0,0,0,34,0.500290419
2,4,0.5,22.4,783,10170,23,0,0,0,56.5,0.500380799
6,6,0.5,23.41,1379,2280,0,0,0,1,39,0.500528095
4,9,0.5,29.12,970,10440,30,0,0,0,58,0.500547544
3,11,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308
1,7,0.5,30.48,1161,6600,0,0,0,1,55,0.500610909
4,4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126
1,5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724
2,7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724
6,3,0.5,30.1,1261,6960,30,0,0,1,58,0.500801724
3,11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226
3,9,0.8,54.56,757,4140,29,0,0,0,58,0.520237649
4,4,0.65,23.69,861,7200,0,0,0,0,60,0.52118
4,7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828
2,5,0.7,20.79,1297,10440,0,0,0,0,58,0.526810345
4,7,0.65,30.1,909,7080,0,0,0,1,59,0.535677966
3,3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
2,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857
6,5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673
1,1,0.5,22.94,1492,10170,30,0,0,0,56.5,0.549969429
6,1,0.5,26.66,1448,6840,30,0,0,2,57,0.550349708
6,5,0.5,27.48,609,6840,30,0,0,1,57,0.550403509
4,8,0.8,40.99,980,10770,30,0,0,0,56.5,0.555500132
6,6,0.8,18.79,822,4080,0,0,0,0,34,0.557252451
4,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644
1,11,0.7,11.41,680,2160,30,0,0,2,54,0.565972222
7,4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587
1,7,0.8,48.84,1040,10260,30,0,0,0,57,0.576460393
7,7,0.8,30.1,934,6960,0,3.5,15,0,58,0.579511494
3,1,0.65,22.53,762,5040,0,0,0,1,42,0.581130952
2,11,0.7,27.13,530,9540,37,0,0,0,53,0.582301029
4,2,0.65,30.33,841,6840,0,0,0,1,57,0.585315789
2,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465
7,11,0.75,42.97,532,10260,40,0,0,0,57,0.59114168
7,4,0.75,30.1,919,7140,0,0,0,1,59.5,0.598627451
3,5,0.8,30.1,15,1200,49,0,0,1,59,0.598792339
1,5,0.6,21.98,666,6960,23,0,0,0,58,0.600028736
1,5,0.6,26.82,919,7080,23,0,0,1,59,0.600040678
7,5,0.6,20.4,1031,10440,30,0,0,0,58,0.600062696
3,7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513
4,2,0.6,15.28,529,1320,0,0,0,1,46,0.600099145
6,9,0.6,29.12,925,6660,23,0,0,0,58,0.600125217
1,8,0.6,15.09,1519,360,23,0,0,0,52,0.600143365
3,12,0.6,15.26,1245,6360,23,0,0,0,34,0.60017284
6,4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189
7,11,0.6,12.52,831,9540,30,0,0,0,53,0.600229846
7,4,0.6,26.66,692,6840,23,0,0,0,57,0.600239766
6,11,0.6,14.89,1027,10080,38,0,0,0,56,0.600273268
4,10,0.6,22.52,1076,10170,23,0,0,0,56.5,0.600291767
6,3,0.6,22.52,1140,10170,30,0,0,0,56.5,0.600291767
3,4,0.6,22.4,816,5100,23,0,0,0,57,0.600369686
4,7,0.6,22.52,1859,10260,23,0,0,0,57,0.60041361
4,12,0.6,15.26,1492,6960,23,0,0,0,34,0.600436426
6,11,0.6,11.41,1039,2280,23,0,0,2,55,0.600447507
7,8,0.6,30.48,869,6720,0,0,0,1,56,0.600528571
4,11,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761
6,6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606
2,8,0.6,29.4,179,0,23,5,30,2,58,0.600982906
7,6,0.6,23.41,1266,2520,23,0,0,1,38,0.601037091
1,9,0.7,18.79,1641,6000,40,0,0,1,50,0.60128
6,7,0.7,30.1,957,7200,0,0,0,1,60,0.602
7,5,0.7,45.67,884,6960,26,0,0,0,58,0.603432184
4,7,0.75,30.1,444,0,0,5,20,1,59,0.611140537
1,6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157
1,8,0.7,30.1,7,7080,27,2,10,2,59,0.621971751
2,6,0.8,30.4,338,3840,34,0,0,0,32,0.622828125
7,3,0.7,30.1,1041,8160,33,0,0,2,58,0.626577778
7,9,0.7,18.79,1717,3240,30,0,0,1,57,0.627011183
2,7,0.6,30.48,1017,6840,25,0,0,1,57,0.630402924
4,4,0.7,30.1,419,7080,0,0,0,1,59,0.637711864
4,9,0.7,18.79,1603,6120,30,0,0,1,51,0.638614379
1,11,0.65,12.52,1004,9540,44,0,0,0,53,0.64998056
2,5,0.65,21.98,808,10440,35,0,0,0,58,0.649983281
1,5,0.65,20.79,1141,8460,0,0,0,0,59,0.650040783
2,5,0.65,26.82,1001,7080,26,0,0,1,59,0.650044068
1,5,0.65,20.4,1255,8280,35,0,0,0,58,0.650066445
4,4,0.65,22.52,872,10080,26,0,0,0,56,0.650130952
2,9,0.65,18.79,2120,5520,0,0,0,1,51,0.650134
6,11,0.65,20.1,1417,6480,49,0,0,0,54,0.650148148
6,10,0.65,22.52,1163,9720,35,0,0,0,54,0.650198653
7,11,0.65,11.41,700,2640,23,0,0,2,53,0.650223718
6,2,0.65,16.1,626,4200,0,0,0,1,45,0.65024031
7,2,0.65,22.94,1025,10170,26,0,0,0,56.5,0.650243497
7,11,0.65,14.89,1140,10260,44,0,0,0,57,0.650299575
2,8,0.65,15.09,976,240,23,0,0,0,52,0.650307143
7,9,0.65,29.12,1086,10440,26,0,0,0,58,0.650407524
7,3,0.65,22.52,1138,10170,35,0,0,0,56.5,0.650416734
6,7,0.65,22.52,1295,10170,26,0,0,0,56.5,0.650416734
1,8,0.65,30.48,953,6720,26,0,0,1,56,0.650421429
3,7,0.65,30.48,935,6840,26,0,0,1,57,0.650596491
3,5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808
1,6,0.65,23.41,1262,4560,35,0,0,1,38,0.650962281
7,6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071
2,5,0.8,30.1,680,7140,0,0,0,0,59,0.653431373
6,5,0.7,50.89,282,5880,56,0,0,0,59,0.656763743
4,3,0.5,22.52,1102,10170,30,0,0,0,56.5,0.660683293
7,12,0.8,26.87,585,5670,56,0,0,0,31.5,0.662255892
6,7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115
4,2,0.7,30.33,398,6960,0,0,0,1,58,0.66237931
7,11,0.75,11.41,834,3480,0,0,0,2,58,0.672140805
6,11,0.5,12.52,749,9540,38,0,0,0,53,0.673245283
7,6,0.75,18.79,814,4080,0,0,0,0,34,0.681598039
7,11,0.8,11.61,347,0,50,4,20,0,57,0.682433036
7,2,0.7,30.33,254,1800,0,0,0,0,58,0.683550607
4,6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677
1,10,0.8,50.48,381,6930,45,0,0,0,58.5,0.688557555
7,3,0.8,19.87,1043,6420,0,0,0,0,55,0.690182815
6,9,0.7,28.08,1072,6900,40,0,0,0,57.5,0.699965217
7,10,0.7,28.08,1202,6900,40,0,0,0,57.5,0.699965217
2,10,0.7,21.82,1313,5040,30,0,0,0,51,0.699984417
4,8,0.7,29.4,1116,6240,0,0,0,2,57,0.7
7,1,0.6,26.66,1578,6840,38,0,0,0,57,0.700019883
3,1,0.65,22.94,1595,10260,34,0,0,0,57,0.700029771
2,2,0.7,16.1,957,5400,40,0,0,1,45,0.700051852
3,10,0.7,21.82,1334,5760,30,0,0,0,53,0.700058333
3,10,0.7,21.82,1653,6240,0,0,0,2,52,0.700058333
4,5,0.7,20.79,391,10440,0,0,0,0,58,0.700060345
2,5,0.7,20.4,1352,10260,50,0,0,0,57,0.700063796
3,2,0.7,30.33,361,3960,30,0,0,1,58,0.700069811
4,6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032
7,10,0.7,22.52,1002,10080,40,0,0,0,56,0.700094156
3,5,0.7,20.79,965,7320,0,0,0,0,58,0.700095563
3,9,0.7,18.79,1587,4560,30,0,0,1,51,0.70009573
7,2,0.7,16.1,928,4800,30,0,0,1,45,0.700106061
6,4,0.7,23.69,544,13800,0,0,0,0,60,0.700134038
3,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088
1,10,0.7,21.82,1511,3600,30,0,0,0,51,0.70013604
2,12,0.7,15.26,1462,4080,40,0,0,0,34,0.700164706
1,11,0.7,14.89,1484,10260,50,0,0,0,57,0.700170388
2,11,0.7,14.89,1501,10260,50,0,0,0,57,0.700170388
3,11,0.7,14.89,1735,10260,50,0,0,0,57,0.700170388
4,11,0.7,14.89,1863,10260,50,0,0,0,57,0.700170388
2,6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577
6,8,0.7,30.1,824,5160,0,0,0,1,60,0.700206125
6,2,0.7,30.33,512,4560,0,0,0,1,58,0.700211111
7,10,0.7,21.82,1393,5640,30,0,0,0,52,0.700236601
6,10,0.7,21.82,1448,6120,40,0,0,1,51,0.700236601
3,6,0.7,23.41,1128,4560,40,0,0,1,38,0.700246491
2,6,0.7,23.41,1180,4560,30,0,0,1,38,0.700246491
7,5,0.7,20.4,1217,10440,50,0,0,0,58,0.700250784
6,5,0.7,20.4,1382,10440,50,0,0,0,58,0.700250784
4,5,0.7,20.4,1480,10440,40,0,0,0,58,0.700250784
4,10,0.7,21.82,1591,3240,0,0,0,1,52,0.700251773
2,9,0.7,18.79,1068,3000,30,0,0,1,52,0.700256795
3,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846
1,6,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545
3,8,0.7,29.4,847,6960,30,0,0,1,58,0.700362069
1,3,0.7,29.4,1228,6960,30,0,0,2,58,0.700362069
2,9,0.7,29.12,1294,6960,50,0,0,0,58,0.700386207
1,11,0.7,20.55,9792,6480,60,0,0,0,54,0.700398148
6,10,0.7,21.82,1251,6000,30,0,0,0,50,0.700422
7,10,0.7,21.82,1335,6000,30,0,0,0,50,0.700422
4,10,0.7,21.82,1390,6000,30,0,0,0,50,0.700422
1,10,0.7,21.82,1576,6000,30,0,0,0,50,0.700422
4,5,0.7,27.48,230,6960,40,0,0,0,58,0.700424138
3,5,0.7,27.48,586,6960,40,0,0,0,58,0.700424138
7,12,0.7,15.26,1296,6120,40,0,0,0,34,0.70043672
1,12,0.7,15.26,1337,6120,40,0,0,0,34,0.70043672
1,7,0.7,30.1,784,600,30,0,0,1,59,0.700459889
3,5,0.7,21.98,413,9720,40,0,0,0,58,0.700480831
3,8,0.7,30.48,914,6840,30,0,0,1,57,0.700505263
2,8,0.7,30.48,923,6840,30,0,0,1,57,0.700505263
7,11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929
2,11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566
1,2,0.7,16.1,817,5520,30,0,0,1,45,0.700516224
2,8,0.7,29.4,1079,4560,40,0,0,2,58,0.700518519
4,11,0.7,11.41,653,3480,30,0,0,2,58,0.700540441
7,7,0.7,22.52,360,10170,40,0,0,0,56.5,0.7005417
6,4,0.7,22.52,825,10170,50,0,0,0,56.5,0.7005417
7,4,0.7,22.52,882,10170,50,0,0,0,56.5,0.7005417
3,5,0.7,26.82,992,6960,30,0,0,1,58,0.700556897
7,8,0.7,30.1,507,5880,40,2,10,1,59,0.700573099
3,4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406
4,3,0.7,30.1,247,6960,50,0,0,1,58,0.700603448
3,3,0.7,30.1,1057,0,40,0,0,1,58,0.700603448
2,3,0.7,30.1,1422,6960,50,0,0,1,58,0.700603448
7,2,0.7,30.33,746,6840,0,0,0,1,57,0.700605263
3,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069
2,11,0.7,11.41,1054,3420,30,0,0,2,56,0.700614035
1,8,0.7,29.4,1094,6840,40,0,0,2,57,0.700614035
7,8,0.7,29.4,1146,6840,40,0,0,2,57,0.700614035
1,9,0.7,29.12,1143,10440,40,0,0,0,58,0.70061442
7,5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234
1,5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234
2,4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234
2,2,0.7,30.33,408,1680,30,0,0,1,59,0.700623
1,2,0.7,30.33,577,2160,30,0,0,1,58,0.700623
7,7,0.7,30.1,881,7080,0,0,0,1,59,0.700632768
2,5,0.7,27.48,573,6840,30,0,0,0,57,0.700659649
3,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417
2,7,0.7,30.1,562,840,30,0,0,1,59,0.700888203
1,5,0.65,27.48,544,6720,34,0,0,0,56,0.700903571
2,3,0.8,42.27,465,9900,54,0,0,0,55,0.705576584
4,5,0.8,11.41,668,3660,50,0,0,0,30.5,0.707045902
7,5,0.6,27.48,549,6720,38,0,0,0,56,0.707446429
4,10,0.75,19.31,578,6480,45,0,0,0,54,0.712205247
3,8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494
4,9,0.7,28.08,872,6900,44,0,0,0,57.5,0.721126957
7,5,0.8,30.1,679,7140,0,0,0,0,59.5,0.722568627
6,9,0.75,18.79,1226,3480,45,0,0,0,51,0.749987124
7,11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778
6,11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778
1,5,0.75,20.4,1118,10320,56,0,0,0,58,0.750031447
2,2,0.7,22.94,1363,10260,50,0,0,0,57,0.750031898
2,3,0.7,22.52,1134,8460,50,0,0,0,57,0.750037968
6,11,0.75,42.97,1282,10260,56,0,0,0,57,0.750041201
3,4,0.75,26.82,1054,7080,45,0,0,0,59,0.750050847
4,4,0.7,26.82,1117,7080,50,0,0,0,59,0.750050847
3,1,0.75,26.82,1322,7080,45,0,0,0,59,0.750050847
1,10,0.7,22.52,938,10080,63,0,0,0,56,0.750057359
2,10,0.7,22.52,1108,10080,63,0,0,0,56,0.750057359
2,11,0.75,19.31,590,9900,45,0,0,0,55,0.750057851
1,3,0.7,22.52,1095,10170,50,0,0,0,56.5,0.750062751
1,4,0.7,22.52,930,10260,63,0,0,0,57,0.750068049
2,4,0.7,22.52,983,10260,63,0,0,0,57,0.750068049
3,3,0.7,22.52,1139,10260,63,0,0,0,57,0.750068049
4,3,0.7,22.52,1244,10260,63,0,0,0,57,0.750068049
6,12,0.75,15.26,1316,6120,40,0,0,0,34,0.750079323
6,3,0.75,19.87,1075,7080,45,0,0,0,56,0.750098351
3,2,0.75,16.1,971,5400,45,0,0,1,45,0.750140741
4,1,0.7,22.94,1384,12180,63,0,0,0,57,0.750162367
2,3,0.75,29.4,1172,5340,45,0,0,2,60,0.750176991
4,8,0.75,29.4,916,6960,56,0,0,2,58,0.750206897
3,3,0.75,29.4,1283,6960,45,0,0,2,58,0.750206897
2,6,0.75,20.2,402,3120,45,0,0,0,33,0.750212553
7,3,0.75,19.87,734,6600,45,0,0,0,55,0.75024303
6,2,0.75,19.87,944,6600,45,0,0,0,55,0.75024303
1,3,0.75,19.87,944,6600,45,0,0,0,55,0.75024303
1,4,0.65,26.66,832,6780,55,0,0,0,57,0.750254867
3,12,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333
1,11,0.75,11.41,826,2820,0,0,0,2,58,0.750293939
3,5,0.7,20.4,1404,10440,50,0,0,0,58,0.750344828
3,9,0.75,18.79,290,5040,45,0,0,0,52,0.750347333
7,11,0.75,19.31,513,6480,45,0,0,0,54,0.750348457
2,4,0.75,30.1,849,7020,45,0,0,1,58,0.750356125
2,5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125
1,4,0.75,30.1,912,7020,0,0,0,1,58,0.750356125
4,9,0.75,18.79,1020,5640,45,0,0,1,52,0.750371895
7,9,0.75,18.79,1239,5640,45,0,0,0,52,0.750371895
6,4,0.75,30.1,481,7140,0,0,0,1,59,0.750392157
6,5,0.75,30.1,664,7140,56,0,0,0,59,0.750392157
6,9,0.75,18.79,841,6240,45,0,0,1,52,0.750395513
7,9,0.75,18.79,895,6240,34,0,0,0,52,0.750395513
1,9,0.75,18.79,935,6240,45,0,0,0,52,0.750395513
2,9,0.75,18.79,1096,6240,34,0,0,0,52,0.750395513
1,9,0.75,18.79,1193,6240,45,0,0,0,52,0.750395513
3,9,0.75,18.79,1206,6240,34,0,0,0,52,0.750395513
4,9,0.75,18.79,1228,6240,45,0,0,0,52,0.750395513
2,9,0.75,18.79,1247,6240,45,0,0,0,52,0.750395513
4,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504
1,10,0.75,28.08,1083,7020,45,0,0,0,58.5,0.7504
3,5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233
6,8,0.75,29.4,792,4560,56,0,0,2,58,0.750425926
4,1,0.75,28.08,681,6900,45,0,0,0,57.5,0.750427826
2,11,0.75,11.61,698,3360,34,0,0,2,57,0.750437269
7,12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658
2,8,0.75,29.4,534,6840,56,0,0,0,57,0.750473684
1,8,0.75,29.4,551,6840,45,0,0,0,57,0.750473684
7,3,0.75,29.4,1143,6840,45,0,0,0,57,0.750473684
4,3,0.75,29.4,1244,6840,45,0,0,2,57,0.750473684
3,11,0.75,11.61,635,3360,45,0,0,0,57,0.750503571
1,2,0.7,22.94,1006,10170,38,0,0,0,56.5,0.750517565
6,6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115
3,7,0.75,30.1,553,2280,45,0,0,1,59,0.75053268
2,10,0.75,28.08,1209,10530,45,0,0,0,58.5,0.750545455
2,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
7,9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103
3,9,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103
2,10,0.75,21.82,1499,6000,34,0,0,0,50,0.750608
3,10,0.75,21.82,1674,6000,34,0,0,0,50,0.750608
2,6,0.75,18.79,726,3360,0,0,0,0,33,0.750621354
6,12,0.75,15.26,1209,4200,45,0,0,0,35,0.750646667
4,12,0.75,15.26,1436,4200,45,0,0,0,35,0.750646667
2,11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148
1,11,0.75,10.05,103,0,45,0,0,0,54,0.750648148
7,6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101
3,6,0.75,18.79,759,3960,34,0,0,0,33,0.75065101
1,6,0.75,18.79,895,3960,0,0,0,0,33,0.75065101
4,6,0.75,18.79,899,3960,56,0,0,0,33,0.75065101
4,6,0.75,18.79,912,3960,45,0,0,0,33,0.75065101
2,6,0.75,18.79,913,3360,45,0,0,0,33,0.75065101
3,6,0.75,18.79,1003,3960,45,0,0,1,33,0.75065101
6,6,0.75,18.79,1012,3960,45,0,0,0,33,0.75065101
7,6,0.75,18.79,1055,3960,45,0,0,0,33,0.75065101
1,6,0.75,18.79,1100,3960,45,0,0,0,33,0.75065101
7,6,0.75,18.79,1193,3960,45,0,0,0,33,0.75065101
4,1,0.7,26.82,1373,6960,50,0,0,0,58,0.750651724
3,1,0.7,26.82,1772,6960,50,0,0,0,58,0.750651724
6,3,0.75,29.4,1144,4440,45,0,0,2,57,0.750716981
2,7,0.75,30.1,739,5640,45,0,0,1,59,0.750727326
7,8,0.75,29.4,622,6240,56,0,0,0,57,0.75075
1,7,0.75,30.1,709,6960,45,0,0,1,58,0.750770115
2,4,0.7,26.66,950,6960,50,0,0,0,58,0.750770115
2,6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009
1,6,0.75,18.79,947,2880,34,0,0,0,33,0.750797009
4,5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435
4,2,0.75,19.87,733,6000,34,0,0,0,55,0.753097531
4,3,0.75,28.08,795,6900,45,0,0,0,57.5,0.753683478
6,2,0.6,22.94,865,6570,23,0,0,0,56.5,0.77011398
6,10,0.75,19.31,610,6480,56,0,0,0,54,0.787299691
1,4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236
6,9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
7,9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
4,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
1,9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
3,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
1,9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218
3,4,0.7,26.82,1028,6960,60,0,0,0,58,0.799975862
4,5,0.8,30.1,276,600,63,3.5,15,0,59.5,0.799982853
6,7,0.8,30.1,644,840,38,0,0,1,59,0.799982853
2,2,0.8,28.08,723,10530,50,0,0,0,58.5,0.8
1,2,0.8,28.08,737,10530,63,0,0,0,58.5,0.8
7,10,0.8,28.08,762,10530,38,0,0,0,58.5,0.8
7,2,0.8,28.08,805,10530,63,0,0,0,58.5,0.8
4,10,0.75,28.08,1066,10530,69,0,0,0,58.5,0.8
6,10,0.8,28.08,1082,10530,63,0,0,0,58.5,0.8
3,10,0.75,28.08,1144,10530,69,0,0,0,58.5,0.8
7,4,0.8,30.1,922,5820,63,0,0,1,59,0.80000295
7,9,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009
3,10,0.7,22.52,1206,10080,75,0,0,0,56,0.800020563
1,10,0.75,22.52,1250,10080,55,0,0,0,56,0.800020563
4,10,0.75,22.52,1328,10080,55,0,0,0,56,0.800020563
7,10,0.75,22.52,1413,10080,69,0,0,0,56,0.800020563
1,1,0.7,22.94,1745,10440,60,0,0,0,58,0.800023511
4,6,0.8,11.41,411,14640,50,0,0,0,30.5,0.800024932
7,12,0.8,11.61,1216,6975,50,0,0,0,31,0.800030199
4,6,0.8,11.61,1084,4950,38,0,0,0,31.5,0.80003139
4,12,0.8,11.61,1216,4950,50,0,0,0,31.5,0.80003139
1,2,0.75,22.94,1764,10260,55,0,0,0,57,0.800034024
7,11,0.8,11.41,313,3420,50,0,0,0,58,0.800034503
2,11,0.8,11.41,338,3420,50,0,0,0,58,0.800034503
1,11,0.8,11.41,357,3420,50,0,0,0,58,0.800034503
6,11,0.8,11.41,471,3420,50,0,0,0,58,0.800034503
3,11,0.8,11.41,560,3420,50,0,0,0,58,0.800034503
3,7,0.8,30.1,874,3960,50,0,0,0,59,0.800055762
3,3,0.8,30.1,735,6960,63,0,0,1,58,0.800071839
2,3,0.8,30.1,756,6960,63,0,0,1,58,0.800071839
2,4,0.8,30.1,901,6480,50,0,0,1,59,0.800071839
1,2,0.8,28.08,757,6900,50,0,0,0,57.5,0.800076522
